call_id,call_date,hcp_id,rep_id,product_id,channel,sample_dropped
CALL000000804,2023-08-31,HCP000022,REP001,P001,Rep Call,False
CALL000000805,2023-08-19,HCP000022,REP001,P001,Rep Call,False
CALL000000806,2023-09-11,HCP000022,REP001,P001,Rep Call,True
CALL000000807,2023-12-10,HCP000022,REP001,P001,Rep Call,False
CALL000000808,2024-01-07,HCP000022,REP001,P001,Rep Call,False
CALL000000809,2024-01-17,HCP000022,REP001,P001,Rep Call,True
CALL000000810,2024-02-25,HCP000022,REP001,P001,Rep Call,False
CALL000000811,2024-02-25,HCP000022,REP001,P001,Rep Call,False
CALL000000812,2024-02-11,HCP000022,REP001,P001,Rep Call,False
CALL000000813,2024-03-14,HCP000022,REP001,P001,Rep Call,True
CALL000000814,2024-03-19,HCP000022,REP001,P001,Rep Call,True
CALL000000815,2024-05-29,HCP000022,REP001,P001,Rep Call,True
CALL000000816,2024-06-05,HCP000022,REP001,P001,Rep Call,True
CALL000000817,2024-06-15,HCP000022,REP001,P001,Rep Call,False
CALL000000818,2024-07-18,HCP000022,REP001,P001,Rep Call,False
CALL000000819,2024-09-27,HCP000022,REP001,P001,Rep Call,False
CALL000000820,2024-10-30,HCP000022,REP001,P001,Rep Call,True
CALL000000821,2024-11-26,HCP000022,REP001,P001,Rep Call,False
CALL000000822,2024-11-14,HCP000022,REP001,P001,Rep Call,False
CALL000000823,2024-12-16,HCP000022,REP001,P001,Rep Call,False
CALL000000824,2024-12-09,HCP000022,REP001,P001,Rep Call,True
CALL000000825,2025-01-17,HCP000022,REP001,P001,Rep Call,True
CALL000000826,2025-03-14,HCP000022,REP001,P001,Rep Call,True
CALL000000827,2025-04-19,HCP000022,REP001,P001,Rep Call,False
CALL000000828,2025-05-12,HCP000022,REP001,P001,Rep Call,False
CALL000000829,2025-06-06,HCP000022,REP001,P001,Rep Call,False
CALL000000830,2025-06-23,HCP000022,REP001,P001,Rep Call,False
CALL000000831,2025-07-17,HCP000022,REP001,P001,Rep Call,False
CALL000000832,2025-09-04,HCP000022,REP001,P001,Rep Call,False
CALL000000833,2025-11-01,HCP000022,REP001,P001,Rep Call,True
CALL000000834,2023-01-01,HCP000023,REP012,P001,Rep Call,False
CALL000000835,2023-02-04,HCP000023,REP012,P001,Rep Call,True
CALL000000836,2023-03-06,HCP000023,REP012,P001,Rep Call,True
CALL000000837,2023-03-13,HCP000023,REP012,P001,Rep Call,False
CALL000000838,2023-06-01,HCP000023,REP012,P001,Rep Call,False
CALL000000839,2023-06-17,HCP000023,REP012,P001,Rep Call,True
CALL000000840,2023-07-31,HCP000023,REP012,P001,Rep Call,False
CALL000000841,2023-07-04,HCP000023,REP012,P001,Rep Call,False
CALL000000842,2023-08-12,HCP000023,REP012,P001,Rep Call,False
CALL000000843,2023-08-10,HCP000023,REP012,P001,Rep Call,True
CALL000000844,2023-09-30,HCP000023,REP012,P001,Rep Call,False
CALL000000845,2023-09-05,HCP000023,REP012,P001,Rep Call,False
CALL000000846,2023-09-21,HCP000023,REP012,P001,Rep Call,True
CALL000000847,2023-10-09,HCP000023,REP012,P001,Rep Call,False
CALL000000848,2023-10-22,HCP000023,REP012,P001,Rep Call,True
CALL000000849,2023-11-19,HCP000023,REP012,P001,Rep Call,False
CALL000000850,2023-12-02,HCP000023,REP012,P001,Rep Call,False
CALL000000851,2023-12-18,HCP000023,REP012,P001,Rep Call,False
CALL000000852,2023-12-07,HCP000023,REP012,P001,Rep Call,False
CALL000000853,2024-01-23,HCP000023,REP012,P001,Rep Call,True
CALL000000854,2024-01-03,HCP000023,REP012,P001,Rep Call,True
CALL000000855,2024-02-20,HCP000023,REP012,P001,Rep Call,False
CALL000000856,2024-02-09,HCP000023,REP012,P001,Rep Call,False
CALL000000857,2024-02-16,HCP000023,REP012,P001,Rep Call,False
CALL000000858,2024-03-25,HCP000023,REP012,P001,Rep Call,False
CALL000000859,2024-04-24,HCP000023,REP012,P001,Rep Call,False
CALL000000860,2024-05-17,HCP000023,REP012,P001,Rep Call,True
CALL000000861,2024-06-23,HCP000023,REP012,P001,Rep Call,False
CALL000000862,2024-06-18,HCP000023,REP012,P001,Rep Call,False
CALL000000863,2024-06-11,HCP000023,REP012,P001,Rep Call,False
CALL000000864,2024-07-10,HCP000023,REP012,P001,Rep Call,False
CALL000000865,2024-08-09,HCP000023,REP012,P001,Rep Call,False
CALL000000866,2024-09-28,HCP000023,REP012,P001,Rep Call,True
CALL000000867,2024-09-22,HCP000023,REP012,P001,Rep Call,True
CALL000000868,2024-09-19,HCP000023,REP012,P001,Rep Call,True
CALL000000869,2024-09-15,HCP000023,REP012,P001,Rep Call,False
CALL000000870,2024-09-02,HCP000023,REP012,P001,Rep Call,True
CALL000000871,2024-09-07,HCP000023,REP012,P001,Rep Call,False
CALL000000872,2024-10-19,HCP000023,REP012,P001,Rep Call,False
CALL000000873,2024-10-26,HCP000023,REP012,P001,Rep Call,True
CALL000000874,2024-10-21,HCP000023,REP012,P001,Rep Call,False
CALL000000875,2024-12-09,HCP000023,REP012,P001,Rep Call,True
CALL000000876,2024-12-24,HCP000023,REP012,P001,Rep Call,False
CALL000000877,2025-01-11,HCP000023,REP012,P001,Rep Call,False
CALL000000878,2025-02-03,HCP000023,REP012,P001,Rep Call,False
CALL000000879,2025-02-22,HCP000023,REP012,P001,Rep Call,True
CALL000000880,2025-02-27,HCP000023,REP012,P001,Rep Call,False
CALL000000881,2025-02-13,HCP000023,REP012,P001,Rep Call,False
CALL000000882,2025-03-08,HCP000023,REP012,P001,Rep Call,True
CALL000000883,2025-03-13,HCP000023,REP012,P001,Rep Call,False
CALL000000884,2025-03-09,HCP000023,REP012,P001,Rep Call,False
CALL000000885,2025-04-12,HCP000023,REP012,P001,Rep Call,True
CALL000000886,2025-04-08,HCP000023,REP012,P001,Rep Call,False
CALL000000887,2025-05-10,HCP000023,REP012,P001,Rep Call,False
CALL000000888,2025-05-06,HCP000023,REP012,P001,Rep Call,False
CALL000000889,2025-06-10,HCP000023,REP012,P001,Rep Call,False
CALL000000890,2025-06-20,HCP000023,REP012,P001,Rep Call,True
CALL000000891,2025-06-07,HCP000023,REP012,P001,Rep Call,True
CALL000000892,2025-06-27,HCP000023,REP012,P001,Rep Call,False
CALL000000893,2025-06-01,HCP000023,REP012,P001,Rep Call,False
CALL000000894,2025-07-25,HCP000023,REP012,P001,Rep Call,True
CALL000000895,2025-07-16,HCP000023,REP012,P001,Rep Call,False
CALL000000896,2025-08-09,HCP000023,REP012,P001,Rep Call,False
CALL000000897,2025-09-20,HCP000023,REP012,P001,Rep Call,False
CALL000000898,2025-09-06,HCP000023,REP012,P001,Rep Call,False
CALL000000899,2025-11-03,HCP000023,REP012,P001,Rep Call,False
CALL000000900,2025-11-19,HCP000023,REP012,P001,Rep Call,True
CALL000000901,2025-11-07,HCP000023,REP012,P001,Rep Call,False
CALL000000902,2025-11-04,HCP000023,REP012,P001,Rep Call,False
CALL000000903,2025-11-25,HCP000023,REP012,P001,Rep Call,False
CALL000000904,2025-11-23,HCP000023,REP012,P001,Rep Call,True
CALL000000905,2025-12-28,HCP000023,REP012,P001,Rep Call,True
CALL000000906,2025-12-02,HCP000023,REP012,P001,Rep Call,False
CALL000000907,2025-12-20,HCP000023,REP012,P001,Rep Call,True
CALL000000908,2025-12-08,HCP000023,REP012,P001,Rep Call,False
CALL000000909,2025-12-07,HCP000023,REP012,P001,Rep Call,False
CALL000000910,2025-12-07,HCP000023,REP012,P001,Rep Call,False
CALL000000911,2025-12-10,HCP000023,REP012,P001,Rep Call,False
CALL000000912,2023-04-20,HCP000024,REP010,P001,Rep Call,False
CALL000000913,2023-05-01,HCP000024,REP010,P001,Rep Call,False
CALL000000914,2024-07-14,HCP000024,REP010,P001,Rep Call,False
CALL000000915,2024-10-18,HCP000024,REP010,P001,Rep Call,True
CALL000000916,2024-11-26,HCP000024,REP010,P001,Rep Call,False
CALL000000917,2025-01-09,HCP000024,REP010,P001,Rep Call,False
CALL000000918,2025-02-24,HCP000024,REP010,P001,Rep Call,False
CALL000000919,2025-12-25,HCP000024,REP010,P001,Rep Call,False
CALL000000920,2023-02-28,HCP000025,REP014,P001,Rep Call,True
CALL000000921,2023-02-02,HCP000025,REP014,P001,Rep Call,True
CALL000000922,2023-03-06,HCP000025,REP014,P001,Rep Call,False
CALL000000923,2023-03-15,HCP000025,REP014,P001,Rep Call,True
CALL000000924,2023-03-22,HCP000025,REP014,P001,Rep Call,False
CALL000000925,2023-06-25,HCP000025,REP014,P001,Rep Call,True
CALL000000926,2023-06-15,HCP000025,REP014,P001,Rep Call,True
CALL000000927,2023-08-18,HCP000025,REP014,P001,Rep Call,True
CALL000000928,2023-08-09,HCP000025,REP014,P001,Rep Call,True
CALL000000929,2023-09-23,HCP000025,REP014,P001,Rep Call,False
CALL000000930,2023-09-12,HCP000025,REP014,P001,Rep Call,True
CALL000000931,2023-11-26,HCP000025,REP014,P001,Rep Call,True
CALL000000932,2023-11-13,HCP000025,REP014,P001,Rep Call,True
CALL000000933,2023-11-07,HCP000025,REP014,P001,Rep Call,True
CALL000000934,2023-11-04,HCP000025,REP014,P001,Rep Call,False
CALL000000935,2023-11-06,HCP000025,REP014,P001,Rep Call,False
CALL000000936,2023-12-22,HCP000025,REP014,P001,Rep Call,False
CALL000000937,2024-06-24,HCP000025,REP014,P001,Rep Call,False
CALL000000938,2024-06-25,HCP000025,REP014,P001,Rep Call,True
CALL000000939,2024-06-09,HCP000025,REP014,P001,Rep Call,False
CALL000000940,2024-07-21,HCP000025,REP014,P001,Rep Call,False
CALL000000941,2024-11-08,HCP000025,REP014,P001,Rep Call,False
CALL000000942,2024-12-12,HCP000025,REP014,P001,Rep Call,True
CALL000000943,2024-12-28,HCP000025,REP014,P001,Rep Call,False
CALL000000944,2024-12-18,HCP000025,REP014,P001,Rep Call,False
CALL000000945,2025-01-13,HCP000025,REP014,P001,Rep Call,False
CALL000000946,2025-01-09,HCP000025,REP014,P001,Rep Call,True
CALL000000947,2025-01-09,HCP000025,REP014,P001,Rep Call,True
CALL000000948,2025-03-25,HCP000025,REP014,P001,Rep Call,True
CALL000000949,2025-04-01,HCP000025,REP014,P001,Rep Call,False
CALL000000950,2025-07-15,HCP000025,REP014,P001,Rep Call,False
CALL000000951,2025-07-10,HCP000025,REP014,P001,Rep Call,False
CALL000000952,2025-08-19,HCP000025,REP014,P001,Rep Call,False
CALL000000953,2025-08-05,HCP000025,REP014,P001,Rep Call,True
CALL000000954,2025-08-11,HCP000025,REP014,P001,Rep Call,False
CALL000000955,2023-01-02,HCP000026,REP010,P001,Rep Call,False
CALL000000956,2023-01-03,HCP000026,REP010,P001,Rep Call,False
CALL000000957,2023-02-07,HCP000026,REP010,P001,Rep Call,False
CALL000000958,2023-02-14,HCP000026,REP010,P001,Rep Call,False
CALL000000959,2023-03-05,HCP000026,REP010,P001,Rep Call,False
CALL000000960,2023-06-01,HCP000026,REP010,P001,Rep Call,True
CALL000000961,2023-06-07,HCP000026,REP010,P001,Rep Call,False
CALL000000962,2023-08-01,HCP000026,REP010,P001,Rep Call,False
CALL000000963,2023-08-16,HCP000026,REP010,P001,Rep Call,False
CALL000000964,2023-08-02,HCP000026,REP010,P001,Rep Call,True
CALL000000965,2023-12-05,HCP000026,REP010,P001,Rep Call,False
CALL000000966,2024-01-25,HCP000026,REP010,P001,Rep Call,False
CALL000000967,2024-02-02,HCP000026,REP010,P001,Rep Call,False
CALL000000968,2024-07-30,HCP000026,REP010,P001,Rep Call,False
CALL000000969,2024-07-06,HCP000026,REP010,P001,Rep Call,False
CALL000000970,2024-10-11,HCP000026,REP010,P001,Rep Call,False
CALL000000971,2024-11-27,HCP000026,REP010,P001,Rep Call,True
CALL000000972,2024-11-01,HCP000026,REP010,P001,Rep Call,True
CALL000000973,2025-01-18,HCP000026,REP010,P001,Rep Call,False
CALL000000974,2025-02-16,HCP000026,REP010,P001,Rep Call,False
CALL000000975,2025-02-08,HCP000026,REP010,P001,Rep Call,False
CALL000000976,2025-05-19,HCP000026,REP010,P001,Rep Call,False
CALL000000977,2025-05-01,HCP000026,REP010,P001,Rep Call,True
CALL000000978,2025-06-27,HCP000026,REP010,P001,Rep Call,False
CALL000000979,2025-07-21,HCP000026,REP010,P001,Rep Call,False
CALL000000980,2025-08-29,HCP000026,REP010,P001,Rep Call,False
CALL000000981,2025-09-17,HCP000026,REP010,P001,Rep Call,False
CALL000000982,2025-09-21,HCP000026,REP010,P001,Rep Call,False
CALL000000983,2025-10-28,HCP000026,REP010,P001,Rep Call,False
CALL000000984,2025-11-05,HCP000026,REP010,P001,Rep Call,False
CALL000000985,2025-12-23,HCP000026,REP010,P001,Rep Call,False
CALL000000986,2023-01-04,HCP000027,REP002,P001,Rep Call,False
CALL000000987,2023-02-12,HCP000027,REP002,P001,Rep Call,False
CALL000000988,2023-02-15,HCP000027,REP002,P001,Rep Call,False
CALL000000989,2023-02-21,HCP000027,REP002,P001,Rep Call,False
CALL000000990,2023-04-04,HCP000027,REP002,P001,Rep Call,False
CALL000000991,2023-06-02,HCP000027,REP002,P001,Rep Call,False
CALL000000992,2023-06-26,HCP000027,REP002,P001,Rep Call,False
CALL000000993,2023-07-11,HCP000027,REP002,P001,Rep Call,False
CALL000000994,2023-09-05,HCP000027,REP002,P001,Rep Call,False
CALL000000995,2023-09-14,HCP000027,REP002,P001,Rep Call,True
CALL000000996,2023-09-08,HCP000027,REP002,P001,Rep Call,False
CALL000000997,2023-09-30,HCP000027,REP002,P001,Rep Call,False
CALL000000998,2023-11-10,HCP000027,REP002,P001,Rep Call,True
CALL000000999,2024-02-01,HCP000027,REP002,P001,Rep Call,False
CALL000001000,2024-04-21,HCP000027,REP002,P001,Rep Call,True
CALL000001001,2024-04-01,HCP000027,REP002,P001,Rep Call,False
CALL000001002,2024-05-02,HCP000027,REP002,P001,Rep Call,False
CALL000001003,2024-05-08,HCP000027,REP002,P001,Rep Call,False
CALL000001004,2024-05-14,HCP000027,REP002,P001,Rep Call,True
CALL000001005,2024-07-15,HCP000027,REP002,P001,Rep Call,False
CALL000001006,2024-07-10,HCP000027,REP002,P001,Rep Call,False
CALL000001007,2024-07-16,HCP000027,REP002,P001,Rep Call,False
CALL000001008,2024-08-14,HCP000027,REP002,P001,Rep Call,False
CALL000001009,2024-09-11,HCP000027,REP002,P001,Rep Call,False
CALL000001010,2024-09-22,HCP000027,REP002,P001,Rep Call,False
CALL000001011,2024-09-17,HCP000027,REP002,P001,Rep Call,False
CALL000001012,2024-09-21,HCP000027,REP002,P001,Rep Call,False
CALL000001013,2024-10-20,HCP000027,REP002,P001,Rep Call,False
CALL000001014,2024-12-16,HCP000027,REP002,P001,Rep Call,False
CALL000001015,2024-12-08,HCP000027,REP002,P001,Rep Call,False
CALL000001016,2025-01-23,HCP000027,REP002,P001,Rep Call,False
CALL000001017,2025-02-18,HCP000027,REP002,P001,Rep Call,False
CALL000001018,2025-03-20,HCP000027,REP002,P001,Rep Call,False
CALL000001019,2025-04-16,HCP000027,REP002,P001,Rep Call,False
CALL000001020,2025-05-30,HCP000027,REP002,P001,Rep Call,False
CALL000001021,2025-05-26,HCP000027,REP002,P001,Rep Call,False
CALL000001022,2025-05-24,HCP000027,REP002,P001,Rep Call,False
CALL000001023,2025-05-27,HCP000027,REP002,P001,Rep Call,False
CALL000001024,2025-05-04,HCP000027,REP002,P001,Rep Call,False
CALL000001025,2025-06-28,HCP000027,REP002,P001,Rep Call,False
CALL000001026,2025-07-05,HCP000027,REP002,P001,Rep Call,True
CALL000001027,2025-08-20,HCP000027,REP002,P001,Rep Call,False
CALL000001028,2025-10-22,HCP000027,REP002,P001,Rep Call,False
CALL000001029,2025-11-05,HCP000027,REP002,P001,Rep Call,False
CALL000001030,2025-11-10,HCP000027,REP002,P001,Rep Call,False
CALL000001031,2025-11-30,HCP000027,REP002,P001,Rep Call,True
CALL000001032,2025-12-31,HCP000027,REP002,P001,Rep Call,False
CALL000001033,2025-12-09,HCP000027,REP002,P001,Rep Call,False
CALL000001034,2025-12-10,HCP000027,REP002,P001,Rep Call,False
CALL000001035,2023-01-14,HCP000028,REP012,P001,Rep Call,False
CALL000001036,2023-03-16,HCP000028,REP012,P001,Rep Call,False
CALL000001037,2023-04-01,HCP000028,REP012,P001,Rep Call,False
CALL000001038,2023-06-15,HCP000028,REP012,P001,Rep Call,False
CALL000001039,2023-10-23,HCP000028,REP012,P001,Rep Call,True
CALL000001040,2023-11-23,HCP000028,REP012,P001,Rep Call,False
CALL000001041,2023-12-28,HCP000028,REP012,P001,Rep Call,False
CALL000001042,2024-02-24,HCP000028,REP012,P001,Rep Call,False
CALL000001043,2024-04-08,HCP000028,REP012,P001,Rep Call,False
CALL000001044,2024-05-02,HCP000028,REP012,P001,Rep Call,False
CALL000001045,2024-05-09,HCP000028,REP012,P001,Rep Call,False
CALL000001046,2024-05-05,HCP000028,REP012,P001,Rep Call,True
CALL000001047,2024-06-16,HCP000028,REP012,P001,Rep Call,True
CALL000001048,2024-12-05,HCP000028,REP012,P001,Rep Call,False
CALL000001049,2025-04-08,HCP000028,REP012,P001,Rep Call,False
CALL000001050,2025-05-09,HCP000028,REP012,P001,Rep Call,False
CALL000001051,2025-06-28,HCP000028,REP012,P001,Rep Call,True
CALL000001052,2025-08-20,HCP000028,REP012,P001,Rep Call,False
CALL000001053,2025-11-08,HCP000028,REP012,P001,Rep Call,False
CALL000001054,2023-02-23,HCP000029,REP006,P001,Rep Call,True
CALL000001055,2023-03-08,HCP000029,REP006,P001,Rep Call,True
CALL000001056,2023-04-12,HCP000029,REP006,P001,Rep Call,True
CALL000001057,2023-11-07,HCP000029,REP006,P001,Rep Call,False
CALL000001058,2023-12-07,HCP000029,REP006,P001,Rep Call,True
CALL000001059,2024-10-12,HCP000029,REP006,P001,Rep Call,False
CALL000001060,2025-01-10,HCP000029,REP006,P001,Rep Call,False
CALL000001061,2025-06-11,HCP000029,REP006,P001,Rep Call,True
CALL000001062,2025-10-12,HCP000029,REP006,P001,Rep Call,False
CALL000001063,2023-01-14,HCP000030,REP009,P001,Rep Call,False
CALL000001064,2023-01-18,HCP000030,REP009,P001,Rep Call,True
CALL000001065,2023-04-27,HCP000030,REP009,P001,Rep Call,False
CALL000001066,2023-05-23,HCP000030,REP009,P001,Rep Call,False
CALL000001067,2023-05-26,HCP000030,REP009,P001,Rep Call,False
CALL000001068,2023-05-29,HCP000030,REP009,P001,Rep Call,False
CALL000001069,2023-05-18,HCP000030,REP009,P001,Rep Call,False
CALL000001070,2023-05-16,HCP000030,REP009,P001,Rep Call,False
CALL000001071,2023-06-17,HCP000030,REP009,P001,Rep Call,False
CALL000001072,2023-06-22,HCP000030,REP009,P001,Rep Call,False
CALL000001073,2023-06-07,HCP000030,REP009,P001,Rep Call,False
CALL000001074,2023-07-29,HCP000030,REP009,P001,Rep Call,False
CALL000001075,2023-09-20,HCP000030,REP009,P001,Rep Call,True
CALL000001076,2023-09-07,HCP000030,REP009,P001,Rep Call,False
CALL000001077,2023-10-04,HCP000030,REP009,P001,Rep Call,False
CALL000001078,2023-11-22,HCP000030,REP009,P001,Rep Call,True
CALL000001079,2024-01-05,HCP000030,REP009,P001,Rep Call,False
CALL000001080,2024-05-24,HCP000030,REP009,P001,Rep Call,False
CALL000001081,2024-10-07,HCP000030,REP009,P001,Rep Call,False
CALL000001082,2024-10-21,HCP000030,REP009,P001,Rep Call,False
CALL000001083,2024-11-15,HCP000030,REP009,P001,Rep Call,True
CALL000001084,2024-11-22,HCP000030,REP009,P001,Rep Call,False
CALL000001085,2024-11-04,HCP000030,REP009,P001,Rep Call,True
CALL000001086,2024-11-29,HCP000030,REP009,P001,Rep Call,False
CALL000001087,2024-12-12,HCP000030,REP009,P001,Rep Call,False
CALL000001088,2025-01-17,HCP000030,REP009,P001,Rep Call,False
CALL000001089,2025-02-20,HCP000030,REP009,P001,Rep Call,True
CALL000001090,2025-04-10,HCP000030,REP009,P001,Rep Call,False
CALL000001091,2025-05-01,HCP000030,REP009,P001,Rep Call,True
CALL000001092,2025-11-09,HCP000030,REP009,P001,Rep Call,False
CALL000001093,2025-11-26,HCP000030,REP009,P001,Rep Call,False
CALL000001094,2025-11-05,HCP000030,REP009,P001,Rep Call,True
CALL000001095,2025-12-31,HCP000030,REP009,P001,Rep Call,False
CALL000001096,2023-01-14,HCP000031,REP019,P001,Rep Call,False
CALL000001097,2023-01-18,HCP000031,REP019,P001,Rep Call,False
CALL000001098,2023-01-01,HCP000031,REP019,P001,Rep Call,False
CALL000001099,2023-04-13,HCP000031,REP019,P001,Rep Call,False
CALL000001100,2023-04-19,HCP000031,REP019,P001,Rep Call,False
CALL000001101,2023-06-30,HCP000031,REP019,P001,Rep Call,False
CALL000001102,2023-08-02,HCP000031,REP019,P001,Rep Call,False
CALL000001103,2023-08-02,HCP000031,REP019,P001,Rep Call,False
CALL000001104,2023-09-29,HCP000031,REP019,P001,Rep Call,False
CALL000001105,2023-09-16,HCP000031,REP019,P001,Rep Call,False
CALL000001106,2023-11-13,HCP000031,REP019,P001,Rep Call,True
CALL000001107,2023-12-21,HCP000031,REP019,P001,Rep Call,True
CALL000001108,2024-01-22,HCP000031,REP019,P001,Rep Call,False
CALL000001109,2024-03-09,HCP000031,REP019,P001,Rep Call,False
CALL000001110,2024-04-17,HCP000031,REP019,P001,Rep Call,False
CALL000001111,2024-08-05,HCP000031,REP019,P001,Rep Call,True
CALL000001112,2024-08-30,HCP000031,REP019,P001,Rep Call,False
CALL000001113,2024-09-09,HCP000031,REP019,P001,Rep Call,True
CALL000001114,2024-09-30,HCP000031,REP019,P001,Rep Call,False
CALL000001115,2024-09-03,HCP000031,REP019,P001,Rep Call,False
CALL000001116,2024-12-27,HCP000031,REP019,P001,Rep Call,False
CALL000001117,2025-01-02,HCP000031,REP019,P001,Rep Call,True
CALL000001118,2025-01-13,HCP000031,REP019,P001,Rep Call,True
CALL000001119,2025-03-04,HCP000031,REP019,P001,Rep Call,False
CALL000001120,2025-03-12,HCP000031,REP019,P001,Rep Call,False
CALL000001121,2025-04-01,HCP000031,REP019,P001,Rep Call,False
CALL000001122,2025-04-15,HCP000031,REP019,P001,Rep Call,False
CALL000001123,2025-04-17,HCP000031,REP019,P001,Rep Call,False
CALL000001124,2025-05-13,HCP000031,REP019,P001,Rep Call,False
CALL000001125,2025-06-26,HCP000031,REP019,P001,Rep Call,False
CALL000001126,2025-07-27,HCP000031,REP019,P001,Rep Call,False
CALL000001127,2025-08-03,HCP000031,REP019,P001,Rep Call,False
CALL000001128,2025-08-29,HCP000031,REP019,P001,Rep Call,False
CALL000001129,2025-09-19,HCP000031,REP019,P001,Rep Call,False
CALL000001130,2025-11-15,HCP000031,REP019,P001,Rep Call,True
CALL000001131,2023-03-07,HCP000032,REP006,P001,Rep Call,True
CALL000001132,2023-05-28,HCP000032,REP006,P001,Rep Call,False
CALL000001133,2023-06-02,HCP000032,REP006,P001,Rep Call,False
CALL000001134,2023-06-18,HCP000032,REP006,P001,Rep Call,False
CALL000001135,2023-06-21,HCP000032,REP006,P001,Rep Call,False
CALL000001136,2023-09-04,HCP000032,REP006,P001,Rep Call,False
CALL000001137,2023-11-06,HCP000032,REP006,P001,Rep Call,True
CALL000001138,2023-12-14,HCP000032,REP006,P001,Rep Call,False
CALL000001139,2024-06-12,HCP000032,REP006,P001,Rep Call,False
CALL000001140,2024-07-03,HCP000032,REP006,P001,Rep Call,False
CALL000001141,2024-10-23,HCP000032,REP006,P001,Rep Call,False
CALL000001142,2024-10-03,HCP000032,REP006,P001,Rep Call,True
CALL000001143,2024-10-08,HCP000032,REP006,P001,Rep Call,True
CALL000001144,2024-10-01,HCP000032,REP006,P001,Rep Call,False
CALL000001145,2025-01-30,HCP000032,REP006,P001,Rep Call,True
CALL000001146,2025-02-24,HCP000032,REP006,P001,Rep Call,False
CALL000001147,2025-05-31,HCP000032,REP006,P001,Rep Call,False
CALL000001148,2025-07-06,HCP000032,REP006,P001,Rep Call,False
CALL000001149,2025-08-11,HCP000032,REP006,P001,Rep Call,True
CALL000001150,2025-11-22,HCP000032,REP006,P001,Rep Call,False
CALL000001151,2025-11-20,HCP000032,REP006,P001,Rep Call,False
CALL000001152,2025-11-28,HCP000032,REP006,P001,Rep Call,False
CALL000001153,2025-11-24,HCP000032,REP006,P001,Rep Call,False
CALL000001154,2023-01-20,HCP000033,REP009,P001,Rep Call,False
CALL000001155,2023-02-26,HCP000033,REP009,P001,Rep Call,False
CALL000001156,2023-04-14,HCP000033,REP009,P001,Rep Call,True
CALL000001157,2023-04-11,HCP000033,REP009,P001,Rep Call,False
CALL000001158,2023-05-09,HCP000033,REP009,P001,Rep Call,False
CALL000001159,2023-05-21,HCP000033,REP009,P001,Rep Call,False
CALL000001160,2023-05-26,HCP000033,REP009,P001,Rep Call,False
CALL000001161,2023-06-15,HCP000033,REP009,P001,Rep Call,False
CALL000001162,2023-06-30,HCP000033,REP009,P001,Rep Call,True
CALL000001163,2023-07-05,HCP000033,REP009,P001,Rep Call,False
CALL000001164,2023-08-25,HCP000033,REP009,P001,Rep Call,False
CALL000001165,2023-08-13,HCP000033,REP009,P001,Rep Call,False
CALL000001166,2023-11-20,HCP000033,REP009,P001,Rep Call,False
CALL000001167,2024-01-11,HCP000033,REP009,P001,Rep Call,False
CALL000001168,2024-03-09,HCP000033,REP009,P001,Rep Call,False
CALL000001169,2024-03-05,HCP000033,REP009,P001,Rep Call,True
CALL000001170,2024-05-03,HCP000033,REP009,P001,Rep Call,True
CALL000001171,2024-05-07,HCP000033,REP009,P001,Rep Call,False
CALL000001172,2024-06-10,HCP000033,REP009,P001,Rep Call,False
CALL000001173,2024-06-14,HCP000033,REP009,P001,Rep Call,False
CALL000001174,2024-06-17,HCP000033,REP009,P001,Rep Call,False
CALL000001175,2024-08-10,HCP000033,REP009,P001,Rep Call,False
CALL000001176,2024-08-10,HCP000033,REP009,P001,Rep Call,False
CALL000001177,2024-08-19,HCP000033,REP009,P001,Rep Call,False
CALL000001178,2024-10-16,HCP000033,REP009,P001,Rep Call,False
CALL000001179,2024-10-22,HCP000033,REP009,P001,Rep Call,False
CALL000001180,2024-11-29,HCP000033,REP009,P001,Rep Call,False
CALL000001181,2025-01-18,HCP000033,REP009,P001,Rep Call,False
CALL000001182,2025-02-23,HCP000033,REP009,P001,Rep Call,False
CALL000001183,2025-02-05,HCP000033,REP009,P001,Rep Call,True
CALL000001184,2025-03-16,HCP000033,REP009,P001,Rep Call,False
CALL000001185,2025-03-20,HCP000033,REP009,P001,Rep Call,False
CALL000001186,2025-05-13,HCP000033,REP009,P001,Rep Call,False
CALL000001187,2025-07-03,HCP000033,REP009,P001,Rep Call,True
CALL000001188,2025-08-13,HCP000033,REP009,P001,Rep Call,False
CALL000001189,2025-09-13,HCP000033,REP009,P001,Rep Call,True
CALL000001190,2025-10-29,HCP000033,REP009,P001,Rep Call,False
CALL000001191,2025-12-06,HCP000033,REP009,P001,Rep Call,True
CALL000001192,2023-05-20,HCP000034,REP009,P001,Rep Call,False
CALL000001193,2023-07-11,HCP000034,REP009,P001,Rep Call,False
CALL000001194,2023-09-19,HCP000034,REP009,P001,Rep Call,True
CALL000001195,2023-12-29,HCP000034,REP009,P001,Rep Call,True
CALL000001196,2023-12-05,HCP000034,REP009,P001,Rep Call,False
CALL000001197,2024-02-18,HCP000034,REP009,P001,Rep Call,False
CALL000001198,2024-05-26,HCP000034,REP009,P001,Rep Call,True
CALL000001199,2024-07-03,HCP000034,REP009,P001,Rep Call,False
CALL000001200,2024-08-20,HCP000034,REP009,P001,Rep Call,True
CALL000001201,2025-07-15,HCP000034,REP009,P001,Rep Call,True
CALL000001202,2025-11-06,HCP000034,REP009,P001,Rep Call,True
